maiorAtraso,margemBrutaAcumulada,titulosEmAberto,valorSolicitado,totalAtivo,faturamentoBruto,capitalSocial,RiscoMuitoBaixo,RiscoMedio,RiscoAlto,Restricoes_Bin,MEEPPMEI,EMP_5_ANOS,EMP_10_ANOS,EMP_16_ANOS,EMP_17_ANOS_MAIS,cluster
0,0.3866329387,22692.0,70000,55236137.0,95265517.0,400000.0,1,0,0,0,0,0,0,1,0,2
24,0.2646673902,0.0,200000,1856849.0,3325160.0,600000.0,0,0,0,0,0,1,0,0,0,0
92,0.3372808614,0.0,40000,1974910.0,3709789.0,250000.0,0,0,0,0,1,0,0,0,1,1
3,0.4749630818,3500.0,80000,14292405.0,38935249.0,220000.0,1,0,0,0,0,0,0,0,1,1
18,0.3578667961,0.0,150000,12948852.0,28314041.0,3000000.0,0,1,0,0,0,0,0,0,1,1
285,0.5775055945,0.0,20000,1740931.0,3277237.0,205000.0,1,0,0,0,0,0,1,0,0,3
9,0.5932736371,5549.21,40000,0.0,2712938.0,100000.0,0,1,0,0,1,1,0,0,0,0
17,0.3110553406,14250.2,60000,617499.0,1356476.0,110000.0,0,1,0,0,1,0,1,0,0,3
0,0.0,0.0,10000,44921000.0,60676000.0,7032746.0,0,0,0,0,0,1,0,0,0,0
168,0.4298119122,23868.8,92000,24195000.0,40471000.0,11011313.0,0,0,0,0,0,0,0,0,1,1
0,0.4796739345,1319.98,50000,834794.0,1922989.0,10000.0,1,0,0,0,0,0,0,1,0,2
13,0.0,0.0,55000,2810987.0,3870254.0,100000.0,0,0,0,0,1,0,0,1,0,2
204,0.3014885419,0.0,20000,0.0,3147761.0,200000.0,0,0,0,0,0,0,1,0,0,3
29,0.3969189612,28978.33,70000,4881441.0,15541875.0,100000.0,0,0,0,0,0,1,0,0,0,0
3,0.4296911568,21369.6,50000,24369762.0,49375328.0,5737526.0,1,0,0,0,0,0,0,0,1,1
18,0.5157703658,49896.0,470000,1768742000.0,1808539000.0,1400000.0,0,0,0,0,0,1,0,0,0,0
0,0.4589532272,0.0,700000,807769000.0,1414040000.0,342000000.0,1,0,0,0,0,0,0,0,1,1
0,0.0,0.0,50000,306090000.0,1126664000.0,100000.0,1,0,0,0,0,0,0,1,0,2
53,0.3583783697,1985132.91,3000000,61035024.0,71515611.0,500000.0,0,0,0,0,0,0,0,0,1,1
65,0.5992309322,0.0,15000,66577.0,0.0,100000.0,0,1,0,0,0,0,1,0,0,3
92,0.0,0.0,350000,2720209.0,3754248.0,185400.0,0,1,0,0,0,1,0,0,0,0
27,0.0,0.0,170000,9734487.0,8964413.0,2276219.0,0,0,0,1,0,0,0,0,1,1
3,0.0,0.0,25000,45745797.0,40699312.0,380000.0,0,0,0,1,0,0,0,0,1,1
19,0.4595985586,4816.0,12000,5930325.0,6363612.0,600000.0,0,0,0,0,0,0,0,1,0,2
0,0.0,0.0,50000,0.0,2242328.0,10000.0,0,0,0,0,0,0,0,1,0,2
0,0.4907988588,0.0,35000,361506.0,1771944.0,20000.0,1,0,0,0,0,0,1,0,0,3
0,0.3582803498,0.0,6500,42971.0,0.0,200000.0,0,0,0,0,0,1,0,0,0,0
0,0.0,0.0,20000,776097.0,4249093.0,50000.0,0,0,0,0,0,1,0,0,0,0
137,0.4672281746,0.0,100000,17967742.0,18296066.0,500000.0,1,0,0,0,0,0,0,0,1,1
0,0.3316828871,15200.0,40000,1809187.0,1840943.0,252000.0,1,0,0,0,0,0,0,0,1,1
36,0.5403541885,0.0,300000,58196797.0,173791382.0,1.0,0,1,0,0,1,0,0,0,1,1
0,0.0,0.0,300000,199202.0,32668.0,500000.0,0,0,0,0,0,1,0,0,0,0
4,0.3732162181,5666.66,100000,14944018.0,20077309.0,300000.0,0,0,0,1,0,0,0,1,0,2
3,0.5410307801,9880.0,100000,0.0,15758544.0,1360000.0,0,0,0,0,0,0,0,0,1,1
23,0.0,0.0,120000,4378937.0,4713667.0,70000.0,0,0,0,0,0,0,0,0,1,1
17,0.0,0.0,40000,33247327.0,75664716.0,11615000.0,0,0,0,0,0,0,0,0,1,1
32,0.578498227,137676.67,200000,5925394.0,23734313.0,1500000.0,0,1,0,0,0,1,0,0,0,0
0,0.4035111182,4192.0,10000,2475643.0,0.0,72400.0,0,1,0,0,1,0,0,0,1,1
4,0.3338384585,3000.0,200000,711824000.0,985702000.0,349071000.0,1,0,0,0,0,0,0,0,1,1
0,0.3690284524,0.0,20000,4696415.0,5257468.0,78800.0,0,0,0,0,1,1,0,0,0,0
18,0.3745726656,90290.9,200000,3517355.0,12035481.0,30000.0,0,0,0,0,0,0,0,1,0,2
245,0.2324136731,0.0,160000,26171681.0,0.0,500000.0,0,0,0,1,0,0,0,1,0,2
0,0.3494868569,1510.3,60000,0.0,966506.0,1000000.0,0,0,0,0,0,0,0,1,0,2
0,0.4706897175,0.0,60000,866828.0,2058944.0,100000.0,0,0,0,0,1,1,0,0,0,0
22,0.3653119617,20900.0,40000,348844.0,320764.0,100000.0,0,0,0,0,0,0,0,1,0,2
43,0.0,0.0,350000,0.0,54458847.0,10000.0,0,0,0,0,0,0,0,0,1,1
19,0.4798450253,8880.0,10000,511372.0,678376.0,95700.0,0,1,0,0,0,1,0,0,0,0
0,0.252448306,0.0,100000,1876039.0,1818311.0,90000.0,0,0,0,0,1,0,0,0,1,1
4,0.2955313769,0.0,50000,2093467.0,4311053.0,130000.0,1,0,0,0,0,0,1,0,0,3
3,0.5958837938,20412.0,100000,12223980.0,12571152.0,900000.0,1,0,0,0,0,0,0,0,1,1
3,0.521527343,205163.37,300000,84342494.0,298054375.0,40200000.0,0,0,0,0,0,1,0,0,0,0
5,0.1747240662,0.0,300000,1832772.0,4218505.0,100000.0,0,1,0,0,1,1,0,0,0,0
0,0.5098016366,0.0,300000,5714037.0,7168397.0,200000.0,1,0,0,0,0,0,0,1,0,2
2,0.4658109107,37800.0,300000,3473273.0,19441308.0,100000.0,1,0,0,0,0,0,0,1,0,2
5,0.6391596091,0.0,30000,0.0,1879984.0,5000.0,0,0,0,0,0,0,0,1,0,2
3,0.5733075245,0.0,60000,151725.0,582205.0,70000.0,0,0,0,0,0,0,0,0,1,1
3,0.3224337626,2972.38,8000,0.0,1144380.0,350000.0,0,0,0,0,1,1,0,0,0,0
4,0.5277353397,0.0,50000,1752500.0,8739359.0,450000.0,1,0,0,0,0,0,0,0,1,1
0,0.3836777614,0.0,50000,1347053.0,2676576.0,400000.0,1,0,0,0,0,0,0,1,0,2
2,0.4195278983,19814.4,60000,933518.0,2173222.0,300000.0,0,0,0,0,0,1,0,0,0,0
69,0.3116333928,40355.96,60000,0.0,25432124.0,4400000.0,0,0,0,0,0,0,0,0,1,1
0,0.5163856981,5376.64,20000,14843906.0,5190185.0,500000.0,0,0,0,0,0,0,0,0,1,1
0,0.0,0.0,1000000,2074926.0,7436026.0,50000.0,0,0,0,0,0,0,0,0,1,1
2,0.3073511166,0.0,100000,937931.0,2116529.0,100000.0,1,0,0,0,0,0,0,0,1,1
23,0.5582246377,0.0,100000,10287027.0,25393099.0,1000000.0,0,0,0,0,1,0,0,0,1,1
21,0.4259094783,18360.0,70000,19287541.0,25513851.0,500000.0,0,0,0,0,0,0,0,0,1,1
0,0.0,0.0,100000,5544947.0,23714453.0,399900.0,1,0,0,0,0,0,0,0,1,1
5,0.1864734838,15462.25,500000,15905142.0,23148252.0,800000.0,1,0,0,0,0,0,0,0,1,1
4,0.0,0.0,397000,6497957.0,15037020.0,400000.0,0,0,0,0,0,0,0,0,1,1
0,0.0,0.0,100000,2380639.0,7454968.0,200000.0,0,0,0,1,0,0,1,0,0,3
5,0.4735637596,14955.0,60000,894634.0,2587678.0,100000.0,0,0,0,0,1,1,0,0,0,0
2,0.6554571964,6920.0,49000,43727795.0,51710637.0,3750000.0,1,0,0,0,0,0,0,0,1,1
2,0.4570229717,0.0,49999,899516.0,0.0,3694515.0,0,0,0,0,0,1,0,0,0,0
0,0.3407679016,0.0,20000,0.0,418469.0,20000.0,0,1,0,0,0,1,0,0,0,0
0,0.2530701589,0.0,10000,14883.0,39044.0,25000.0,0,0,1,0,1,1,0,0,0,0
6,0.0,0.0,40000,1088352.0,480144.0,30000.0,0,0,0,0,1,0,0,0,1,1
0,0.4407396389,0.0,40000,463398.0,1080854.0,250000.0,0,0,0,0,1,0,0,0,1,1
0,0.5502214093,0.0,15000,850583.0,1731569.0,270000.0,0,0,0,0,1,0,1,0,0,3
3,0.4549867866,5913.34,300000,10202753.0,9153540.0,150000.0,0,0,0,0,1,1,0,0,0,0
7,0.0,0.0,500000,63296602.0,74810220.0,2500000.0,1,0,0,0,0,0,0,0,1,1
3,0.3418487932,52649.1,150000,8472361.0,24900453.0,500000.0,1,0,0,0,0,0,1,0,0,3
120,0.0,0.0,100000,4596259.0,2990990.0,99800.0,0,0,0,0,1,0,1,0,0,3
3,0.4774755464,0.0,40000,2042485.0,4475279.0,1000000.0,0,0,0,0,0,1,0,0,0,0
19,0.5011557372,7875.0,50000,0.0,6530997.0,150000.0,0,0,0,0,0,0,0,0,1,1
4,0.4617100601,0.0,20000,0.0,627094.0,100000.0,0,1,0,0,0,1,0,0,0,0
4,0.5942293921,0.0,30000,135799753.0,210345246.0,19688456.0,1,0,0,0,0,0,1,0,0,3
0,0.8348743478,0.0,100000,30982968.0,65960411.0,100000.0,0,0,0,0,1,1,0,0,0,0
0,0.0,0.0,500000,54684135.0,110495493.0,3000000.0,1,0,0,0,0,0,0,1,0,2
28,0.2717176866,0.0,500000,12741042.0,30929212.0,6196818.0,1,0,0,0,0,0,0,1,0,2
4,0.5436747955,706540.0,300000,8085333.0,5108914.0,95400.0,0,0,0,0,1,1,0,0,0,0
0,0.2445939113,0.0,60000,1207457.0,2344575.0,60000.0,0,0,0,0,0,1,0,0,0,0
5,0.0,0.0,70000,13174741.0,0.0,3600000.0,0,0,0,0,0,0,0,1,0,2
26,0.5563488084,0.0,10000,0.0,247238.0,80000.0,0,1,0,0,0,1,0,0,0,0
27,0.6029134431,0.0,80000,6914627.0,16031005.0,100000.0,0,0,0,0,0,0,1,0,0,3
3,0.1223748746,0.0,100000,859048.0,943657.0,200000.0,1,0,0,0,0,0,1,0,0,3
5,0.4169420833,5297.34,40000,3375265.0,3795623.0,95000.0,0,0,0,0,1,1,0,0,0,0
4,0.0,0.0,400000,11782362.0,29908222.0,625000.0,0,0,0,0,1,0,1,0,0,3
60,0.4485772496,368372.0,1500000,15711858.0,38358935.0,1000000.0,0,0,0,0,0,0,0,1,0,2
11,0.5357123203,0.0,10000,57589.0,296335.0,100000.0,0,1,0,0,0,0,1,0,0,3
18,0.0,0.0,100000,2451304.0,13144861.0,100000.0,0,1,0,0,1,0,1,0,0,3
0,0.6023310516,0.0,30000,0.0,5591115.0,300000.0,1,0,0,0,0,0,0,0,1,1
37,0.1908707071,0.0,200000,2125141.0,2524288.0,50000.0,1,0,0,0,0,0,0,0,1,1
17,0.3499740495,49710.0,90000,6358564.0,8041881.0,300000.0,0,0,0,0,0,1,0,0,0,0
0,0.0,0.0,20000,45995467.0,0.0,2500000.0,0,1,0,0,0,1,0,0,0,0
8,0.3353318879,0.0,15000,0.0,133139.0,100000.0,0,0,0,0,0,0,1,0,0,3
27,0.4918249141,2836656.0,4000000,85424820.0,179041759.0,728407.0,0,0,0,0,0,0,0,1,0,2
0,0.3824257821,10700.18,25000,0.0,268067.0,200000.0,0,0,0,0,0,0,0,0,1,1
0,0.6327162,98868.0,130000,400525000.0,352206000.0,180987000.0,0,0,0,1,0,0,0,1,0,2
3,0.4300925799,5130.0,40000,0.0,43669926.0,40000.0,0,0,0,0,0,1,0,0,0,0
0,0.0,0.0,15000,24595889.0,0.0,380000.0,0,0,0,0,0,0,0,0,1,1
5,0.6010166008,0.0,600000,345824174.0,387672746.0,19000000.0,1,0,0,0,0,0,0,1,0,2
4,0.5000152505,0.0,82000,11897055.0,5910725.0,90000.0,0,0,0,0,1,0,0,0,1,1
24,0.3574833249,32680.39,420000,15229880.0,47530891.0,2000000.0,1,0,0,0,0,0,0,0,1,1
43,0.2458177861,6432.0,250000,46646573.0,69722544.0,1000000.0,0,0,0,0,0,0,0,0,1,1
35,0.0,0.0,2300000,71833581.0,73301644.0,3600000.0,0,0,0,0,0,0,0,0,1,1
3,0.4121689535,17996.78,49000,0.0,1594727.0,130000.0,0,0,0,0,0,1,0,0,0,0
141,0.3562032258,0.0,200000,12339118.0,10029382.0,1000000.0,1,0,0,0,0,0,0,0,1,1
0,0.3605046344,8870.4,50000,2175062.0,6834603.0,10000.0,1,0,0,0,0,0,0,0,1,1
2,0.3087129058,0.0,50000,2660919.0,2775109.0,400000.0,0,0,0,0,1,0,0,1,0,2
3,0.257419746,3600.0,50000,0.0,5451052.0,10000.0,0,0,0,0,0,0,1,0,0,3
0,0.0,0.0,200000,0.0,3330658.0,96000.0,0,1,0,0,1,1,0,0,0,0
92,0.273750165,0.0,85000,3085480.0,4848507.0,500000.0,0,0,0,0,1,0,0,0,1,1
0,0.6540334625,173066.67,550000,18315834.0,40688088.0,6000000.0,0,0,0,0,0,1,0,0,0,0
0,0.0,0.0,15000,45995467.0,0.0,2500000.0,0,0,0,0,0,0,0,1,0,2
0,0.0,0.0,1000000,15587024.0,0.0,600000.0,0,0,0,0,0,0,0,1,0,2
14,0.2860282532,0.0,500000,21473530.0,59779735.0,1000000.0,0,0,0,0,1,0,0,1,0,2
4,0.5742936508,15520.0,50000,12270860.0,73828034.0,30000.0,0,0,0,1,0,0,0,1,0,2
0,0.4737096339,0.0,40000,12302901.0,19600844.0,95400.0,0,0,0,0,1,0,0,0,1,1
24,0.5058176919,0.0,10000,0.0,8009003.0,100000.0,0,0,0,1,0,0,1,0,0,3
30,0.3994591348,299767.2,700000,4009411.0,32947476.0,1500000.0,0,0,0,0,0,0,1,0,0,3
0,0.5081952921,0.0,20000,84893575.0,28336750.0,10000.0,0,0,0,0,0,1,0,0,0,0
23,0.5232782286,0.0,25000,320872.0,633441.0,100000.0,0,0,1,0,1,0,1,0,0,3
3,0.5131852619,0.0,45000,432192.0,2714225.0,20000.0,0,0,0,0,0,0,0,0,1,1
16,0.244212272,113837.1,300000,8372130.0,20001495.0,150000.0,0,0,0,0,1,0,1,0,0,3
3,0.4464826513,0.0,50000,118886939.0,66129082.0,231652074.0,1,0,0,0,0,0,0,0,1,1
21,0.2811332533,0.0,50000,3830001.0,2426522.0,700000.0,1,0,0,0,0,0,0,1,0,2
0,0.4675434652,0.0,20000,0.0,796237.0,40000.0,0,1,0,1,0,1,0,0,0,0
0,0.4168647751,0.0,30000,0.0,16468388.0,150000.0,0,1,0,0,1,1,0,0,0,0
1,0.4863966071,0.0,50000,3825361.0,2799539.0,193691.0,0,1,0,0,1,0,1,0,0,3
2,0.276385,0.0,150000,4415698.0,3668978.0,1000000.0,0,0,0,1,1,0,0,1,0,2
0,0.4434504179,65797.0,90000,0.0,0.0,300000.0,0,0,0,0,0,0,0,0,1,1
98,0.3406410749,21648.72,50000,0.0,4503357.0,20000.0,0,0,0,0,0,0,1,0,0,3
5,0.3528908299,117805.62,175000,2913307.0,11349509.0,100000.0,0,0,0,0,0,0,0,0,1,1
15,0.2866087303,46346.4,200000,0.0,17319458.0,450000.0,0,0,0,0,1,0,0,0,1,1
15,0.0,0.0,100000,10040915.0,11704733.0,100000.0,0,0,0,0,1,0,0,0,1,1
34,0.248667476,109200.0,15000,4190258.0,4359161.0,300000.0,0,1,0,0,1,0,0,0,1,1
3,0.3546177677,0.0,100000,16318401.0,57584557.0,300000.0,0,0,0,1,0,0,0,0,1,1
0,0.5561613169,0.0,80000,1554924.0,4631743.0,30000.0,1,0,0,0,0,0,1,0,0,3
5,0.3275615341,0.0,20000,0.0,8357439.0,80000.0,0,0,0,0,0,0,0,1,0,2
6,0.4584050505,7700.0,30000,0.0,2728779.0,50000.0,0,0,0,0,0,0,1,0,0,3
81,0.4190673829,1007252.3,2750000,190511817.0,153283885.0,4778470.0,0,0,0,0,0,0,0,0,1,1
21,0.5800391274,0.0,50000,0.0,15753410.0,15000.0,0,0,0,0,0,0,0,0,1,1
89,0.3314313485,0.0,50000,6100398.0,18153616.0,500000.0,1,0,0,0,0,0,0,1,0,2
0,0.7220356377,0.0,49999,0.0,60464212.0,639400.0,0,0,0,0,0,0,0,0,1,1
20,0.4671655425,7673.41,5000,0.0,285576.0,150000.0,0,1,0,0,0,1,0,0,0,0
0,0.4030284123,0.0,15000,1689270.0,1603325.0,10000.0,1,0,0,0,0,0,0,1,0,2
0,0.3878600711,20907.0,50000,5910905.0,20444406.0,300000.0,1,0,0,0,0,0,0,0,1,1
3,0.0,0.0,500000,5273740.0,25604543.0,100000.0,0,1,0,0,0,1,0,0,0,0
36,0.0,0.0,315000,30898217.0,28686224.0,2500000.0,0,1,0,1,0,0,1,0,0,3
3,0.5082655829,0.0,80000,97333024.0,100943844.0,10354000.0,1,0,0,0,0,0,0,0,1,1
0,0.3494623749,0.0,70000,364927.0,2172826.0,100000.0,1,0,0,0,1,0,0,0,1,1
3,0.4185347146,29790.46,100000,2846875.0,3491247.0,400000.0,1,0,0,0,0,0,1,0,0,3
10,0.4690654806,0.0,25000,0.0,3055100.0,150000.0,0,0,0,0,0,1,0,0,0,0
0,0.3865250965,0.0,55000,963132.0,2220002.0,100000.0,1,0,0,0,0,0,0,1,0,2
0,0.3537649113,0.0,10000,1325171.0,1553580.0,100000.0,0,0,0,0,1,0,0,1,0,2
3,0.0,0.0,106000,61584256.0,16689723.0,400000.0,0,0,0,0,1,0,0,0,1,1
0,0.5611879619,1220.0,20000,0.0,2888885.0,100000.0,0,0,0,0,0,1,0,0,0,0
117,0.0,0.0,400000,24031756.0,0.0,15230000.0,0,1,0,0,0,0,0,0,1,1
47,0.0,0.0,300000,3880012.0,9205427.0,100000.0,0,0,0,0,0,0,0,0,1,1
0,0.0,0.0,30000,13041138.0,10106248.0,300000.0,0,0,0,0,1,0,1,0,0,3
5,0.440489579,14000.0,150000,1939243.0,1156540.0,550000.0,0,0,0,0,0,0,0,1,0,2
12,0.0,0.0,900000,22473479.0,17611353.0,6000000.0,0,0,0,0,0,1,0,0,0,0
7,0.0,0.0,650000,14229770.0,19162776.0,200000.0,0,0,0,0,1,0,0,0,1,1
13,0.4256613191,14025.0,110000,1309481.0,9643686.0,30000.0,0,1,0,0,0,1,0,0,0,0
4,0.6102572784,0.0,30000,7295499.0,9520457.0,18000000.0,0,0,0,1,0,1,0,0,0,0
0,0.6148523764,0.0,30000,0.0,134467897.0,100000.0,0,1,0,1,0,1,0,0,0,0
0,0.4763496881,0.0,40000,0.0,17018473.0,20000.0,0,0,0,0,0,0,0,0,1,1
22,0.0,0.0,95000,71504755.0,203012837.0,7000000.0,0,0,0,0,0,0,0,0,1,1
0,0.4879315559,17193.6,200000,1444321.0,719714.0,100000.0,0,0,0,0,0,0,1,0,0,3
18,0.4988796362,0.0,300000,17913884.0,13581744.0,95400.0,0,0,0,0,1,0,0,0,1,1
16,0.3077777649,0.0,50000,2854106.0,7204047.0,20000.0,0,1,0,0,1,0,0,0,1,1
99,0.0,0.0,300000,9576425.0,9724563.0,2500000.0,0,0,0,0,0,0,0,0,1,1
6,0.3992833079,334150.0,380000,5683481.0,8397333.0,90000.0,0,0,0,0,1,0,0,0,1,1
0,0.5128617282,0.0,200000,149017988.0,347604414.0,5000000.0,0,0,0,1,0,0,1,0,0,3
35,0.5988474046,131000.0,450000,15041556.0,24566802.0,1000000.0,0,0,0,1,1,0,0,1,0,2
53,0.5083541096,1500.0,5000,0.0,407550.0,150000.0,0,0,0,0,0,0,1,0,0,3
3,0.0,0.0,30000,800360.0,162322.0,60000.0,0,0,0,0,1,0,0,0,1,1
6,0.4603992173,0.0,30000,0.0,5449348.0,100000.0,0,1,0,0,1,1,0,0,0,0
6,0.5495408039,0.0,470000,2584218.0,12204267.0,100000.0,0,0,0,0,0,0,0,1,0,2
0,0.0,0.0,20000,11244780.0,24039928.0,1000000.0,0,0,0,1,1,0,1,0,0,3
8,0.4746597772,26392.5,160000,11588761.0,7999503.0,250000.0,1,0,0,0,0,0,1,0,0,3
8,0.2633394156,0.0,180000,8647185.0,9930925.0,1000000.0,0,0,0,0,0,0,0,1,0,2
2,0.576866695,0.0,80000,1663209.0,3237102.0,200000.0,1,0,0,0,0,0,1,0,0,3
14,0.4647874707,255188.06,1150000,25397862.0,69699377.0,1000000.0,0,0,0,0,0,0,1,0,0,3
8,0.3978981822,15960.0,100000,12451455.0,6941291.0,100000.0,1,0,0,0,0,0,0,0,1,1
5,0.4601469959,462717.79,1100000,24968706.0,52235760.0,801000.0,0,0,0,0,0,0,0,0,1,1
0,0.3954243847,9334.0,50000,245257.0,384958.0,30000.0,0,1,0,0,0,1,0,0,0,0
8,0.0,0.0,300000,12919872.0,21776276.0,80000.0,0,0,0,0,1,0,1,0,0,3
30,0.326457378,0.0,50000,5971207.0,14170672.0,100000.0,0,0,0,0,1,0,0,1,0,2
6,0.3146675163,0.0,60000,1145232.0,2011621.0,360000.0,0,0,0,0,1,0,1,0,0,3
0,0.2992215314,0.0,45000,18537.0,43969.0,96000.0,0,0,1,0,1,1,0,0,0,0
0,0.0,0.0,20000,10719639.0,8077424.0,500000.0,0,0,0,1,0,0,0,1,0,2
4,0.0,0.0,50000,0.0,4028116.0,550000.0,0,1,0,0,1,1,0,0,0,0
4,0.382102052,36736.13,380000,64437727.0,200771296.0,350000.0,1,0,0,0,0,0,0,0,1,1
3,0.0,0.0,60000,0.0,863822.0,78800.0,0,1,0,1,1,0,0,0,1,1
159,0.2291906595,0.0,50000,0.0,1798918.0,100000.0,0,1,0,0,1,0,0,1,0,2
2,0.2836107582,0.0,30000,364585.0,1129880.0,40000.0,1,0,0,0,0,0,1,0,0,3
0,0.4997758898,0.0,500000,68484906.0,278435964.0,100000.0,1,0,0,0,0,0,0,0,1,1
0,0.0,0.0,80000,506697.0,130151.0,300000.0,0,0,0,0,0,1,0,0,0,0
4,0.0,0.0,270000,5524638.0,13620715.0,1000000.0,0,0,0,0,0,0,1,0,0,3
6,0.3970448653,5802.0,30000,20061445.0,12433554.0,2000000.0,0,0,0,0,1,0,1,0,0,3
20,0.4844514792,75342.02,150000,19256280.0,24761286.0,1500000.0,0,0,0,0,1,0,1,0,0,3
0,0.227029661,14760.2,100000,13511095.0,20990691.0,1000000.0,0,0,0,0,0,1,0,0,0,0
15,0.3052706194,0.0,200000,7684787.0,14139075.0,3000000.0,0,0,0,0,0,0,0,1,0,2
0,0.0,0.0,40000,13473326.0,52346301.0,10000.0,1,0,0,0,0,0,0,1,0,2
11,0.523743047,17522.74,45000,1947786.0,3111636.0,50000.0,0,0,0,0,0,0,0,0,1,1
6,0.502246382,0.0,35000,241655.0,0.0,300000.0,0,0,0,0,1,0,0,1,0,2
0,0.0,0.0,20000,45995467.0,0.0,2500000.0,0,1,0,0,0,1,0,0,0,0
4,0.3501754325,208980.0,525000,12980806.0,24083490.0,120000.0,1,0,0,0,0,0,0,0,1,1
17,0.368013309,5450.0,50000,2694461.0,5406990.0,150000.0,0,1,0,0,1,1,0,0,0,0
69,0.0,0.0,100000,0.0,11461723.0,1000000.0,0,0,0,0,0,0,0,0,1,1
21,0.1968734375,0.0,100000,7195638.0,13213034.0,1500000.0,1,0,0,0,0,0,0,0,1,1
19,0.3046376993,0.0,50000,7776750.0,21148184.0,1000000.0,1,0,0,0,0,0,0,0,1,1
4,0.3999513742,0.0,70000,2212719.0,3057044.0,101000.0,0,0,0,0,0,0,1,0,0,3
4,0.4074410714,0.0,45000,3695492.0,4628188.0,200000.0,0,0,0,0,1,0,0,1,0,2
25,0.4425747526,9769.12,70000,3985568.0,3347389.0,120000.0,0,0,0,0,0,0,1,0,0,3
0,0.3904185136,0.0,80000,0.0,57345896.0,200000.0,0,0,0,0,0,0,0,1,0,2
5,0.0,0.0,200000,1228687.0,2367371.0,150000.0,1,0,0,0,0,0,1,0,0,3
0,0.4103858025,0.0,20000,868327.0,2804091.0,200000.0,1,0,0,0,0,0,0,0,1,1
3,0.5462081561,0.0,30000,0.0,61201843.0,1615000.0,0,0,0,0,0,0,0,0,1,1
43,0.3700701446,2480.0,30000,0.0,2300978.0,60000.0,0,0,0,0,0,0,0,1,0,2
34,0.0,0.0,90000,923383.0,2864031.0,200000.0,0,0,0,0,0,0,1,0,0,3
9,0.5365127399,12018.83,180000,84893575.0,28336750.0,500000.0,0,0,0,0,1,0,0,0,1,1
27,0.0,0.0,40000,3624456.0,1428476.0,100000.0,0,1,0,0,0,0,1,0,0,3
0,0.5531048008,1374450.0,1400000,26908128.0,21336438.0,1500000.0,0,1,0,1,1,0,0,1,0,2
40,0.3980371352,1693918.99,3000000,28774372.0,57615723.0,350000.0,0,0,0,0,1,0,0,0,1,1
18,0.627505787,34920.0,100000,784364.0,3400923.0,95400.0,0,1,0,0,1,1,0,0,0,0
2,0.1719910304,57600.0,180000,6913398.0,3594626.0,350000.0,0,0,0,0,1,1,0,0,0,0
0,0.6153466667,0.0,200000,918981.0,2168700.0,300000.0,0,0,0,1,1,0,0,1,0,2
0,0.0,0.0,20000,413719.0,917281.0,100000.0,0,0,0,0,0,0,1,0,0,3
93,0.0,0.0,50000,9262913.0,6695873.0,200000.0,0,0,0,0,0,0,0,1,0,2
0,0.2145671958,15000.0,10480,0.0,102815.0,600000.0,0,1,0,0,1,0,0,0,1,1
0,0.0,0.0,100000,1420401.0,4413163.0,950000.0,1,0,0,0,0,0,0,0,1,1
31,0.3537143689,1802.0,12000,228252.0,1244481.0,30000.0,0,1,0,0,0,1,0,0,0,0
18,0.5903563505,0.0,112000,871994.0,551718.0,800000.0,0,1,0,0,0,1,0,0,0,0
0,0.0,0.0,50000,58813.0,53650.0,10000.0,0,1,0,0,1,1,0,0,0,0
4,0.4489867102,7815.55,40000,4106149.0,1604657.0,200000.0,1,0,0,0,0,0,0,0,1,1
24,1.20858e-05,22733.33,150000,9820880.0,20612923.0,80000.0,0,1,0,0,1,0,0,0,1,1
19,0.0,0.0,6500000,315477003.0,248078280.0,2000000.0,0,0,0,0,0,0,0,1,0,2
4,0.4855455589,0.0,500000,21585739.0,30541314.0,400000.0,0,0,0,0,0,0,1,0,0,3
18,0.4799159658,0.0,60000,538153.0,1248438.0,100000.0,0,0,0,0,1,0,0,0,1,1
0,0.0216777718,10000.0,30000,0.0,5334948.0,100000.0,0,0,0,0,0,1,0,0,0,0
0,0.0,0.0,80000,2272449.0,2952601.0,432000.0,0,0,0,0,1,0,1,0,0,3
33,0.3416102163,533.34,30000,1069374.0,90983.0,50000.0,0,1,0,0,1,0,1,0,0,3
0,0.0,0.0,100000,8679900.0,23869538.0,88000.0,0,0,0,0,1,1,0,0,0,0
9,0.4436293532,335597.76,400000,26663148.0,38433684.0,250000.0,0,0,0,0,0,0,0,0,1,1
3,0.0,0.0,75000,5117024.0,2845529.0,200000.0,0,0,0,0,1,0,0,0,1,1
4,0.3076408351,0.0,500000,240450377.0,280399644.0,8870000.0,1,0,0,0,0,0,0,0,1,1
62,0.4423953533,31248.0,60000,0.0,14144690.0,1500000.0,0,0,0,0,0,0,1,0,0,3
14,0.2208051552,0.0,15000,4503883.0,5576077.0,66000.0,0,0,0,0,0,1,0,0,0,0
0,0.529770708,0.0,30000,794106.0,1686193.0,50000.0,1,0,0,0,0,0,1,0,0,3
57,0.2985736038,57600.0,110000,1827620.0,4584806.0,110000.0,0,0,0,0,0,0,1,0,0,3
0,0.0,0.0,100000,8173086.0,0.0,200000.0,0,0,0,0,0,0,1,0,0,3
0,0.6493551247,0.0,20000,0.0,24469614.0,60000.0,0,0,0,0,0,0,1,0,0,3
0,0.4132819939,0.0,100000,249151.0,53424.0,100000.0,0,1,0,0,1,1,0,0,0,0
